Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Postcodes,Active postcodes,Population,Households
ME10 1,51.3393,0.721838,589680,163540,TQ896635,337,280,13425,5618
ME10 2,51.3533,0.734613,590512,165130,TQ905651,312,260,14671,5701
ME10 3,51.3425,0.751809,591754,163974,TQ917639,274,217,7415,3086
ME10 4,51.335,0.740694,591011,163111,TQ910631,284,218,9478,3956
ME10 5,51.3509,0.717313,589318,164818,TQ893648,73,70,2671,986
ME10 9,51.3393,0.73554,590635,163576,TQ906635,164,35,,
ME11 5,51.4138,0.748485,591226,171893,TQ912718,140,101,3398,1428
ME12 1,51.4369,0.757399,591749,174485,TQ917744,297,206,6779,2888
ME12 2,51.4314,0.787958,593896,173954,TQ938739,290,227,12104,5009
ME12 3,51.4192,0.790862,594149,172605,TQ941726,322,275,11656,4840
ME12 4,51.4067,0.87943,600361,171453,TR003714,233,185,6354,2198
ME12 9,51.4407,0.764297,592212,174925,TQ922749,21,11,,
ME13 0,51.2853,0.85114,598918,157879,TQ989578,245,204,3051,1267
ME13 3,51.3149,0.892581,601678,161283,TR016612,37,9,,
ME13 7,51.3184,0.884455,601097,161650,TR010616,304,244,9033,3956
ME13 8,51.3118,0.892491,601685,160938,TR016609,344,267,10469,4467
ME13 9,51.2984,0.942495,605229,159587,TR052595,298,236,5174,2089
ME14 1,51.274,0.524232,576168,155787,TQ761557,332,159,3071,1234
ME14 2,51.284,0.525184,576197,156902,TQ761569,327,239,10419,4275
ME14 3,51.2983,0.553534,578118,158560,TQ781585,155,123,2061,823
ME14 4,51.2724,0.568239,579244,155716,TQ792557,223,177,5795,2319
ME14 5,51.2766,0.540302,577279,156115,TQ772561,360,261,10070,4100
ME14 9,51.2668,0.531917,576732,155005,TQ767550,321,107,,
ME15 0,51.2431,0.490089,573904,152270,TQ739522,239,193,4202,1674
ME15 6,51.2656,0.521248,575992,154846,TQ759548,390,304,10250,4302
ME15 7,51.2599,0.538318,577205,154253,TQ772542,304,250,11265,4498
ME15 8,51.2566,0.557668,578568,153933,TQ785539,353,302,11479,4806
ME15 9,51.2466,0.5428,577569,152786,TQ775527,387,301,10762,4287
ME16 0,51.28,0.501081,574531,156399,TQ745563,396,343,13248,5635
ME16 8,51.2691,0.507178,574998,155202,TQ749552,326,240,11298,4780
ME16 9,51.2664,0.482926,573316,154844,TQ733548,186,151,5543,2207
ME17 1,51.2468,0.642742,584542,153054,TQ845530,329,285,5230,2086
ME17 2,51.2364,0.689586,587854,152017,TQ878520,216,167,3809,1599
ME17 3,51.2275,0.588724,580849,150774,TQ808507,291,227,5243,2043
ME17 4,51.2357,0.515583,575711,151508,TQ757515,297,233,7785,3194
ME18 5,51.2573,0.419112,568898,153684,TQ688536,255,196,4602,1885
ME18 6,51.2211,0.429701,569770,149683,TQ697496,133,107,2366,997
ME19 4,51.2806,0.409326,568130,156252,TQ681562,310,237,7783,2690
ME19 5,51.3079,0.39991,567375,159266,TQ673592,283,225,6296,2486
ME19 6,51.2941,0.423865,569095,157787,TQ690577,305,215,7603,3128
ME20 6,51.3059,0.445181,570537,159148,TQ705591,362,295,13266,5266
ME20 7,51.3062,0.473486,572509,159247,TQ725592,333,235,7379,3027
ME99 1,51.3906,0.503786,574300,168703,TQ742687,1,0,,
ME99 2,51.2783,0.5191,575794,156253,TQ757562,15,14,,
MK1 1,52.0072,-0.729963,487272,235068,SP872350,298,84,631,346
MK1 9,52.0078,-0.721776,487833,235145,SP878351,113,34,,
MK2 2,51.9965,-0.724885,487642,233884,SP876338,344,206,6290,2720
MK2 3,51.9851,-0.72665,487543,232614,SP875326,238,162,8006,2978
MK2 9,,,,,,1,0,,
MK3 5,51.9869,-0.748173,486061,232789,SP860327,270,198,6081,2493
MK3 6,52.0005,-0.745047,486250,234305,SP862343,239,166,6123,2519
MK3 7,52.0008,-0.7568,485443,234325,SP854343,322,246,10422,4154
MK4 1,52.0101,-0.759438,485244,235356,SP852353,194,136,5821,2341
MK4 2,52.0053,-0.771395,484432,234808,SP844348,174,126,5014,2040
MK4 3,51.9989,-0.777027,484058,234090,SP840340,132,102,3819,1439
MK4 4,52.0041,-0.794177,482871,234649,SP828346,222,191,7077,2326
MK5 5,52.0284,-0.79951,482460,237345,SP824373,5,0,,
MK5 6,52.0201,-0.783795,483554,236440,SP835364,209,155,5492,2080
MK5 7,52.0138,-0.772853,484316,235752,SP843357,221,148,6903,2498
MK5 8,52.0261,-0.772818,484295,237120,SP842371,164,111,3176,1194
MK6 1,52.0242,-0.748691,485954,236937,SP859369,63,20,,
MK6 2,52.033,-0.747725,486004,237917,SP860379,355,272,10880,3759
MK6 3,52.0311,-0.725366,487541,237732,SP875377,214,140,5862,2366
MK6 4,52.0191,-0.731923,487115,236390,SP871363,111,80,5722,2197
MK6 5,52.027,-0.740891,486484,237257,SP864372,134,103,5735,2207
MK7 6,52.0282,-0.698425,489395,237442,SP893374,160,76,2635,983
MK7 7,52.0212,-0.692383,489824,236671,SP898366,262,181,7040,2907
MK7 8,52.0143,-0.688523,490103,235909,SP901359,220,135,4875,1949
MK8 0,52.0314,-0.811047,481663,237666,SP816376,202,116,4663,1669
MK8 1,52.0313,-0.813244,481512,237652,SP815376,27,27,,
MK8 8,52.0416,-0.80751,481887,238804,SP818388,213,127,4204,1789
MK8 9,52.0369,-0.801247,482325,238288,SP823382,131,88,3187,1224
MK9 1,52.0362,-0.757387,485335,238261,SP853382,156,62,46,19
MK9 2,52.0377,-0.749342,485884,238438,SP858384,224,83,1412,881
MK9 3,52.0423,-0.749148,485888,238949,SP858389,222,94,1451,726
MK9 4,52.0441,-0.739806,486526,239161,SP865391,28,18,583,283
MK10 0,52.0357,-0.685665,490256,238292,SP902382,49,27,,
MK10 1,52.0313,-0.694827,489636,237791,SP896377,396,121,,
MK10 7,52.0477,-0.687253,490123,239625,SP901396,131,131,2346,865
MK10 9,52.0396,-0.703178,489047,238704,SP890387,336,288,11479,4168
MK11 1,52.0544,-0.847038,479153,240184,SP791401,230,148,5961,2692
MK11 2,52.0491,-0.831578,480223,239611,SP802396,37,17,1775,591
MK11 3,52.0469,-0.82281,480828,239377,SP808393,118,25,18,6
MK11 4,52.0444,-0.833899,480072,239086,SP800390,25,25,,
MK11 7,,,,,,1,0,,
MK11 9,52.0476,-0.828772,480418,239448,SP804394,155,48,,
MK12 5,52.0594,-0.817949,481139,240772,SP811407,331,214,7919,3109
MK12 6,52.0514,-0.81804,481147,239882,SP811398,137,80,4561,1827
MK13 0,52.0578,-0.799894,482380,240615,SP823406,191,116,4760,2082
MK13 7,52.0556,-0.785268,483386,240386,SP833403,244,174,7761,3014
MK13 8,52.045,-0.783482,483529,239209,SP835392,184,118,3315,1206
MK13 9,52.0481,-0.791104,483000,239546,SP830395,138,91,2903,1209
MK14 5,52.0663,-0.768125,484542,241596,SP845415,282,179,6932,2847
MK14 6,52.0588,-0.774572,484114,240755,SP841407,295,160,6069,2337
MK14 7,52.0513,-0.761585,485018,239936,SP850399,206,130,5719,2157
MK15 0,52.0452,-0.720499,487848,239306,SP878393,79,55,956,388
MK15 8,52.0612,-0.73074,487114,241073,SP871410,113,59,1870,786
MK15 9,52.0571,-0.726221,487432,240623,SP874406,175,109,4314,1846
MK16 0,52.0796,-0.723442,487579,243129,SP875431,236,164,5892,2445
MK16 6,52.0799,-0.704543,488873,243185,SP888431,45,9,,
MK16 8,52.0917,-0.739261,486471,244456,SP864444,332,217,7879,3210
MK16 9,52.0934,-0.698035,489292,244694,SP892446,245,174,4851,1987
MK17 0,51.9796,-0.806465,482072,231910,SP820319,282,212,6113,2401
MK17 8,52.0191,-0.650511,492701,236490,SP927364,370,264,6703,2874
MK17 9,51.9848,-0.654053,492529,232671,SP925326,254,185,4439,1870
MK18 0,,,,,,1,0,,
MK18 1,52.0009,-0.984535,469809,234093,SP698340,395,346,9547,3773
MK18 2,51.9525,-0.960781,471516,228733,SP715287,276,210,5688,2193
MK18 3,51.942,-0.888945,476471,227638,SP764276,282,217,5991,2580
MK18 4,51.9775,-1.03398,466449,231444,SP664314,248,190,3693,1464
MK18 5,52.0301,-0.994175,469102,237332,SP691373,157,120,2288,681
MK18 6,52.0102,-0.971855,470665,235140,SP706351,7,6,45,18
MK18 7,51.9958,-0.975354,470447,233535,SP704335,160,104,3329,1316
MK18 8,52.0006,-0.985967,469711,234058,SP697340,17,2,,
MK18 9,52.0005,-0.986143,469699,234047,SP696340,44,17,,
MK19 6,52.052,-0.87291,477384,239889,SP773398,242,178,6468,2543
MK19 7,52.0914,-0.827469,480429,244321,SP804443,209,150,4736,1974
MK40 1,52.1368,-0.470911,504749,249824,TL047498,312,144,3658,1566
MK40 2,52.1407,-0.472101,504659,250257,TL046502,345,220,7267,3387
MK40 3,52.1381,-0.458144,505620,249988,TL056499,350,217,8334,3752
MK40 4,52.1346,-0.493905,503181,249547,TL031495,335,267,11749,4063
MK40 9,52.1347,-0.473476,504579,249587,TL045495,101,10,,
MK41 0,52.1482,-0.42605,507792,251158,TL077511,366,259,9448,3919
MK41 5,52.1344,-0.475586,504435,249551,TL044495,27,14,,
MK41 6,52.1638,-0.494894,503046,252793,TL030527,132,96,4574,1864
MK41 7,52.1534,-0.465899,505053,251678,TL050516,377,297,12002,4992
MK41 8,52.1534,-0.443718,506571,251710,TL065517,232,190,7428,3080
MK41 9,52.142,-0.443692,506600,250442,TL065504,271,205,9047,3434
MK42 0,52.1223,-0.449404,506256,248243,TL062482,382,289,11859,4718
MK42 2,52.132,-0.463032,505300,249302,TL052493,1,0,,
MK42 5,52.1337,-0.473398,504586,249476,TL045494,87,50,,
MK42 6,52.0916,-0.462104,505459,244810,TL054448,56,55,838,326
MK42 7,52.1137,-0.496937,503021,247218,TL030472,333,252,8187,3141
MK42 8,52.122,-0.490094,503471,248151,TL034481,317,237,10625,4306
MK42 9,52.1234,-0.468771,504927,248337,TL049483,386,287,12842,4955
MK43 0,52.0656,-0.573123,497910,241763,SP979417,390,359,12122,4527
MK43 5,51.9855,-0.772407,484400,232605,SP843326,1,0,,
MK43 6,52.1344,-0.475586,504435,249551,TL044495,20,10,,
MK43 7,52.183,-0.553971,498963,254846,SP989548,287,213,7346,3010
MK43 8,52.1446,-0.551622,499208,250579,SP992505,308,240,7223,2968
MK43 9,52.0972,-0.516806,501698,245355,TL016453,255,198,6178,2485
MK44 1,52.2243,-0.513623,501627,259496,TL016594,257,204,5236,2119
MK44 2,52.2073,-0.423892,507797,257734,TL077577,250,192,3644,1531
MK44 3,52.1481,-0.367575,511793,251236,TL117512,321,249,6576,2780
MK44 5,52.1344,-0.475586,504435,249551,TL044495,17,8,,
MK45 1,52.009,-0.498944,503125,235571,TL031355,378,311,12664,5180
MK45 2,52.0375,-0.484796,504030,238760,TL040387,389,295,10306,4221
MK45 3,52.0838,-0.450328,506284,243960,TL062439,275,204,6014,2540
MK45 4,52.0102,-0.429326,507900,235805,TL078358,314,243,9359,3785
MK45 5,52.0054,-0.484001,504159,235192,TL041351,180,140,4934,1904
MK45 6,52.1344,-0.475586,504435,249551,TL044495,5,0,,
MK45 9,52.0253,-0.50353,502773,237377,TL027373,84,21,,
MK46 4,52.1558,-0.681672,490287,251655,SP902516,142,99,3242,1430
MK46 5,52.1505,-0.70507,488697,251037,SP886510,227,176,5863,2397
MK77 1,52.0411,-0.816062,481301,238739,SP813387,69,67,,
MK98 1,52.0555,-0.76028,485100,240404,SP850404,29,0,,
ML1 1,55.7907,-3.987,275510,657053,NS755570,292,186,5587,2947
ML1 2,55.7784,-3.97536,276201,655663,NS762556,300,237,10134,4807
ML1 3,55.7941,-4.00498,274394,657464,NS743574,358,311,14368,6194
ML1 4,55.8131,-3.97342,276433,659521,NS764595,383,345,12939,5481
ML1 5,55.8109,-3.93916,278572,659216,NS785592,313,286,11061,4484
ML1 9,55.7877,-3.98748,275470,656720,NS754567,131,51,,
ML2 0,55.7649,-3.93215,278869,654085,NS788540,252,214,11326,4948
ML2 2,55.7726,-3.94848,277868,654970,NS778549,10,4,,
ML2 7,55.7791,-3.93068,279005,655662,NS790556,299,232,10233,4856
ML2 8,55.7781,-3.90773,280441,655511,NS804555,293,261,12437,5551
ML2 9,55.7864,-3.87774,282347,656383,NS823563,190,166,6581,2713
ML3 0,55.7825,-4.05629,271139,656267,NS711562,267,191,6984,3334
ML3 3,55.7778,-4.04618,271758,655726,NS717557,136,44,,
ML3 6,55.7737,-4.04232,271986,655262,NS719552,258,183,6142,3258
ML3 7,55.7622,-4.03421,272457,653968,NS724539,371,321,12101,5320
ML3 8,55.7631,-4.06294,270658,654121,NS706541,271,241,14205,5950
ML3 9,55.7748,-4.07477,269955,655445,NS699554,310,278,12153,5673
ML4 1,55.8229,-4.01419,273910,660685,NS739606,227,185,7202,3242
ML4 2,55.8122,-4.01848,273606,659502,NS736595,258,232,10709,4765
ML4 3,55.8222,-4.03354,272695,660643,NS726606,204,159,5064,2186
ML4 9,55.8198,-4.01225,274021,660337,NS740603,8,2,,
ML5 1,55.8609,-4.03815,272533,664957,NS725649,199,151,7353,3265
ML5 2,55.8785,-4.04185,272360,666923,NS723669,251,213,9296,3941
ML5 3,55.8626,-4.01888,273745,665111,NS737651,210,140,5741,2887
ML5 4,55.85,-4.0133,274053,663699,NS740636,306,255,11716,5221
ML5 5,55.8492,-4.0452,272054,663669,NS720636,255,211,12677,5087
ML5 8,55.8501,-4.05873,271210,663794,NS712637,1,0,,
ML5 9,55.8599,-4.01759,273817,664809,NS738648,14,4,,
ML6 0,55.8734,-3.99263,275422,666265,NS754662,193,156,7977,3632
ML6 1,55.8667,-3.97968,276211,665496,NS762654,18,4,,
ML6 6,55.873,-3.97697,276401,666193,NS764661,269,221,9319,4150
ML6 7,55.8846,-3.9333,279169,667406,NS791674,304,270,10334,4380
ML6 8,55.8543,-3.94898,278093,664062,NS780640,354,303,15213,6019
ML6 9,55.8578,-3.97881,276237,664505,NS762645,295,236,12317,5225
ML7 4,55.8272,-3.81907,286145,660825,NS861608,174,152,7027,2842
ML7 5,55.8316,-3.78082,288553,661253,NS885612,266,245,8574,3876
ML7 9,55.8207,-3.80799,286820,660084,NS868600,6,2,,
ML8 4,55.7278,-3.82127,285716,649768,NS857497,242,210,7765,3336
ML8 5,55.7299,-3.85302,283729,650055,NS837500,326,293,11462,4973
ML8 9,55.6704,-3.7624,289251,643285,NS892432,9,2,,
ML9 1,55.7336,-3.97425,276128,650676,NS761506,212,181,7005,3183
ML9 2,55.7366,-3.96419,276769,650992,NS767509,291,252,8161,3672
ML9 3,55.7038,-3.96831,276407,647350,NS764473,236,211,8163,3368
ML9 9,55.7403,-3.97373,276182,651421,NS761514,7,2,,
ML10 0,,,,,,1,0,,
ML10 5,55.6762,-4.06501,270240,644456,NS702444,1,0,,
ML10 6,55.6828,-4.06495,270266,645190,NS702451,347,315,10576,4394
ML10 9,55.7403,-3.97373,276182,651421,NS761514,8,2,,
ML11 0,55.6078,-3.87683,281866,636508,NS818365,270,241,8798,3808
ML11 1,55.6704,-3.7624,289251,643285,NS892432,19,6,,
ML11 7,55.6779,-3.76768,288940,644128,NS889441,262,221,6943,3240
ML11 8,55.7169,-3.6669,295381,648311,NS953483,278,251,8379,3582
ML11 9,55.6617,-3.83071,284929,642428,NS849424,390,343,10690,4632
ML12 6,55.5702,-3.59184,299721,631876,NS997318,378,338,8285,3583
ML12 9,55.6239,-3.52372,304148,637755,NT041377,13,5,,
N1 0,51.5374,-0.111697,531060,183745,TQ310837,385,250,11148,4959
N1 1,51.5407,-0.106609,531403,184121,TQ314841,393,324,9283,4493
N1 2,51.5423,-0.0977898,532010,184315,TQ320843,396,303,10934,5094
N1 3,51.5411,-0.0917438,532433,184192,TQ324841,276,173,8743,4278
N1 4,51.5443,-0.0856774,532844,184559,TQ328845,278,183,8379,3858
N1 5,51.5369,-0.0850416,532910,183737,TQ329837,284,208,8895,3875
N1 6,51.5311,-0.0869201,532797,183089,TQ327830,341,199,8198,3385
N1 7,51.5336,-0.0942756,532279,183354,TQ322833,370,250,10847,5014
N1 8,51.536,-0.100034,531873,183610,TQ318836,356,221,7966,3774
N1 9,51.5339,-0.11323,530964,183353,TQ309833,372,208,6571,2806
N1C 4,51.5362,-0.125608,530099,183587,TQ300835,58,52,7,3
N1P 1,51.539,-0.103428,531629,183938,TQ316839,400,369,,
N1P 2,51.539,-0.103414,531630,183938,TQ316839,400,353,,
N1P 3,,,,,,27,27,,
N2 0,51.5877,-0.171694,526760,189233,TQ267892,382,240,9724,3790
N2 2,51.5907,-0.167591,527035,189573,TQ270895,66,13,,
N2 8,51.593,-0.170239,526846,189825,TQ268898,213,133,6364,2809
N2 9,51.5917,-0.163057,527347,189693,TQ273896,260,158,7792,3010
N3 1,51.6031,-0.19528,525083,190905,TQ250909,380,243,9535,3758
N3 2,51.6013,-0.188646,525548,190716,TQ255907,356,205,9399,3668
N3 3,51.5961,-0.198458,524882,190121,TQ248901,330,192,7665,3050
N3 9,51.6014,-0.195029,525105,190716,TQ251907,75,25,,
N4 1,51.5767,-0.0968022,531979,188142,TQ319881,388,207,12591,5039
N4 2,51.568,-0.0970794,531985,187174,TQ319871,397,278,15592,6821
N4 3,51.5686,-0.109812,531101,187218,TQ311872,342,205,11743,5377
N4 4,51.5741,-0.108989,531142,187831,TQ311878,239,135,7360,3269
N4 9,51.5647,-0.122972,530200,186761,TQ302867,90,27,,
N5 1,51.5537,-0.101792,531700,185575,TQ316855,371,225,12145,5550
N5 2,51.5539,-0.0952724,532151,185609,TQ321856,364,194,12580,5758
N5 9,51.5538,-0.0989843,531894,185591,TQ318855,46,11,,
N6 4,51.5747,-0.147546,528469,187829,TQ284878,261,146,5322,2251
N6 5,51.5722,-0.135568,529306,187572,TQ293875,396,246,11097,5252
N6 6,51.566,-0.145125,528661,186866,TQ286868,174,111,3129,1439
N6 9,51.566,-0.12191,530270,186907,TQ302869,33,5,,
N7 0,51.5545,-0.124874,530098,185623,TQ300856,297,185,12474,5465
N7 1,51.5661,-0.121771,530280,186919,TQ302869,67,24,,
N7 6,51.5573,-0.11751,530600,185948,TQ306859,279,147,6734,3088
N7 7,51.5579,-0.112129,530971,186024,TQ309860,241,139,7344,3240
N7 8,51.5489,-0.113083,530931,185021,TQ309850,341,225,10693,4666
N7 9,51.5492,-0.120737,530400,185041,TQ303850,319,182,9959,4408
N8 0,51.5858,-0.109725,531058,189131,TQ310891,291,139,10949,4432
N8 1,51.5582,-0.158593,527750,185975,TQ277859,72,14,,
N8 7,51.5859,-0.121053,530273,189122,TQ302891,322,184,10003,4518
N8 8,51.5815,-0.124792,530026,188626,TQ300886,311,175,8405,3555
N8 9,51.5802,-0.118301,530480,188493,TQ304884,332,180,10317,4704
N9 0,51.6241,-0.054446,534774,193490,TQ347934,336,238,12083,4645
N9 1,51.6253,-0.0633835,534152,193607,TQ341936,69,9,,
N9 7,51.632,-0.0583521,534480,194362,TQ344943,233,169,10246,3807
N9 8,51.632,-0.0496587,535082,194378,TQ350943,257,178,12492,4668
N9 9,51.6261,-0.0683676,533804,193687,TQ338936,377,280,16628,6163
N10 1,51.5965,-0.147573,528406,190254,TQ284902,256,150,8441,3390
N10 2,51.5973,-0.142672,528743,190351,TQ287903,306,157,9706,3981
N10 3,51.5893,-0.143571,528703,189460,TQ287894,345,189,9390,3941
N10 9,51.5922,-0.142849,528745,189784,TQ287897,55,10,,
N11 1,51.6186,-0.140942,528802,192723,TQ288927,328,224,9950,3820
N11 2,51.6099,-0.128891,529661,191777,TQ296917,301,209,10627,4153
N11 3,51.6136,-0.147519,528361,192155,TQ283921,282,200,9305,3744
N11 9,51.6128,-0.128521,529679,192100,TQ296920,61,11,,
N12 0,51.6106,-0.173939,526540,191775,TQ265917,287,176,8266,3134
N12 2,51.6169,-0.180712,526054,192465,TQ260924,80,20,,
N12 7,51.6173,-0.188402,525521,192495,TQ255924,196,119,6029,2139
N12 8,51.6166,-0.180763,526051,192431,TQ260924,361,211,7148,3193
N12 9,51.6166,-0.173453,526557,192444,TQ265924,334,189,7314,2996
N13 4,51.6214,-0.109206,530991,193090,TQ309930,353,202,12368,5013
N13 5,51.6222,-0.0990988,531689,193198,TQ316931,344,235,12829,4766
N13 6,51.6157,-0.1012,531562,192471,TQ315924,141,90,6515,2509
N13 9,51.6329,-0.0994924,531630,194387,TQ316943,39,8,,
N14 4,51.6402,-0.131998,529360,195141,TQ293951,331,233,10617,4132
N14 5,51.6332,-0.134643,529197,194358,TQ291943,249,159,6425,2379
N14 6,51.6315,-0.124983,529870,194186,TQ298941,278,160,7009,2719
N14 7,51.6249,-0.128152,529670,193446,TQ296934,191,121,6190,2223
N14 9,51.6306,-0.128298,529644,194080,TQ296940,71,23,,
N15 3,51.5836,-0.0969575,531949,188909,TQ319889,256,145,10233,3954
N15 4,51.5835,-0.0784033,533234,188931,TQ332889,362,207,10669,4321
N15 5,51.5814,-0.0846632,532807,188687,TQ328886,241,158,10323,3968
N15 6,51.577,-0.0799268,533148,188206,TQ331882,286,185,13344,4544
N15 9,51.5666,-0.118485,530506,186980,TQ305869,46,10,,
N16 0,51.5638,-0.0794429,533220,186739,TQ332867,279,167,8367,3400
N16 1,51.5701,-0.077171,533359,187443,TQ333874,97,29,,
N16 5,51.5699,-0.0788425,533244,187418,TQ332874,366,241,15729,5607
N16 6,51.5699,-0.0702295,533841,187434,TQ338874,318,197,15020,4799
N16 7,51.5614,-0.0718318,533754,186486,TQ337864,294,184,11798,5015
N16 8,51.5569,-0.0786456,533295,185973,TQ332859,329,209,11080,4714
N16 9,51.5589,-0.0847672,532865,186184,TQ328861,181,124,6642,2789
N17 0,51.6022,-0.0618006,534329,191041,TQ343910,348,211,11046,4290
N17 1,51.5939,-0.0716037,533675,190100,TQ336901,68,22,,
N17 6,51.5936,-0.0767937,533316,190058,TQ333900,396,266,19968,7568
N17 7,51.6007,-0.0840376,532794,190834,TQ327908,248,167,10366,3658
N17 8,51.6029,-0.0732134,533537,191098,TQ335910,193,136,8120,3170
N17 9,51.5928,-0.0638428,534216,189992,TQ342899,367,246,13463,4769
N18 1,51.6139,-0.0769952,533243,192315,TQ332923,324,218,15940,5581
N18 2,51.6137,-0.0605532,534382,192323,TQ343923,369,270,16003,5901
N18 3,51.6131,-0.0447655,535477,192285,TQ354922,117,44,11,2
N18 9,51.6134,-0.0639496,534148,192283,TQ341922,29,6,,
N19 3,51.5686,-0.127222,529895,187187,TQ298871,364,232,13309,5827
N19 4,51.5647,-0.12408,530124,186759,TQ301867,304,178,9828,4309
N19 5,51.5626,-0.134389,529415,186507,TQ294865,351,213,10653,4982
N19 9,51.566,-0.121798,530278,186907,TQ302869,60,10,,
N20 0,51.627,-0.167453,526944,193610,TQ269936,364,254,10587,4128
N20 2,51.6298,-0.173671,526506,193911,TQ265939,46,14,,
N20 8,51.6303,-0.189375,525417,193940,TQ254939,206,131,4342,1515
N20 9,51.6328,-0.173548,526506,194245,TQ265942,242,136,4282,1717
N21 1,51.6396,-0.106274,531142,195120,TQ311951,308,220,8672,3584
N21 2,51.6361,-0.0925905,532099,194755,TQ320947,259,171,7502,2840
N21 3,51.6308,-0.0987725,531686,194154,TQ316941,256,163,7410,2852
N21 9,51.6329,-0.099519,531629,194387,TQ316943,56,17,,
N22 4,51.6023,-0.119,530368,190949,TQ303909,353,0,,
N22 5,51.6009,-0.105846,531283,190817,TQ312908,299,195,13163,4948
N22 6,51.5955,-0.107096,531212,190214,TQ312902,327,202,13084,5147
N22 7,51.599,-0.12339,530073,190574,TQ300905,157,114,7176,2964
N22 8,51.6031,-0.116498,530539,191042,TQ305910,246,164,9602,4104
N22 9,51.5986,-0.119539,530341,190536,TQ303905,154,27,,
N81 1,51.5798,-0.0971109,531949,188486,TQ319884,14,4,,
NE1 1,54.9708,-1.61247,424906,564088,NZ249640,183,47,276,150
NE1 2,54.9749,-1.6065,425286,564547,NZ252645,171,89,3066,1370
NE1 3,54.968,-1.61097,425004,563777,NZ250637,138,62,737,500
NE1 4,54.972,-1.62084,424370,564219,NZ243642,182,92,1993,1046
NE1 5,54.971,-1.6171,424610,564109,NZ246641,173,75,867,506
NE1 6,54.9724,-1.61064,425023,564267,NZ250642,181,63,1109,216
NE1 7,54.9755,-1.61424,424790,564611,NZ247646,131,58,92,51
NE1 8,54.976,-1.61049,425030,564668,NZ250646,145,56,782,190
NE2 1,54.9816,-1.5999,425704,565295,NZ257652,253,165,9720,3633
NE2 2,54.9905,-1.60194,425568,566285,NZ255662,146,119,7079,2494
NE2 3,54.9948,-1.60938,425089,566760,NZ250667,124,111,7461,2609
NE2 4,54.9828,-1.6205,424385,565421,NZ243654,134,97,5460,1743
NE3 1,55.0066,-1.61674,424611,568071,NZ246680,368,206,9178,3975
NE3 2,55.0153,-1.64855,422572,569028,NZ225690,354,281,13887,5913
NE3 3,55.0084,-1.64429,422848,568262,NZ228682,334,255,11544,4889
NE3 4,55.0026,-1.63445,423481,567620,NZ234676,354,243,10926,4582
NE3 5,55.0201,-1.62137,424307,569571,NZ243695,236,168,8237,3347
NE3 9,55.0078,-1.63234,423613,568199,NZ236681,78,32,,
NE4 5,54.9751,-1.63215,423644,564560,NZ236645,190,149,7789,2958
NE4 6,54.9709,-1.63553,423430,564092,NZ234640,216,162,6915,2792
